Observation date,barometer_7am,barometer_2pm,barometer_9pm,attached_thermometer_7am,attached_thermometer_2pm,attached_thermometer_9pm_0,barometer_corrected_7am,barometer_corrected_2pm,barometer_corrected_9pm,barometer_corrected_mean,open_air_thermometer_7am,open_air_thermometer_2pm,open_air_thermometer_9pm,open_air_thermometer_mean,type_precipitation,rain_and_melted_snow_hour_began,rain_and_melted_snow_hour_ended,rain_and_melted_snow_amount,depth_of_snow,cloud_amount_7am,kind_of_cloud_7am,cloud_velocity_7am,cloud_direction_7am,cloud_amount_2pm,kind_of_cloud_2pm,cloud_velocity_2pm,cloud_direction_2pm,cloud_amount_9pm,kind_cloud_9pm,cloud_velocity_9pm,course_higher_clouds_9pm,wind_direction_7am,wind_force_7am,wind_direction_2pm,wind_force_2pm,wind_direction_9pm,wind_force_9pm,dry_bulb_7am,dry_bulb_2pm,dry_bulb_9pm,wet_bulb_7am,wet_bulb_2pm,wet_bulb_9pm,force_of_vapor_7am,force_of_vapor_2pm,force_of_vapor_9pm,relative_humidity_7am,relative_humidity_2pm,relative_humidity_9pm,max_thermometer_obs,max_thermometer_cor,min_thermometer_obs,min_thermometer_cor,daily_weather_remarks,remarks_7am,remarks_2pm,remarks_9pm,casual_phenomena,casual_phenomena_line_2,casual_phenomena_line_3,casual_phenomena_line_4,casual_phenomena_line_5,,word counts,remarks,,,,CP
1855-10-29,29.2,29.272,29.57,51.2,61,55,29.144,29.287,29.502,29.311,40,41,35.8,38.93,,NA,NA,NA,,7,,3,North-North-West,3,,3,North-West,0,,Empty,Empty,North-West,3,North-West,3,North-West,2,38.5,40.3,35.6,35,35,31.1,158,135,120,68,54,57,,,,,NA,,,,,,,,,,,,,,,
1855-10-30,29.56,29.43,29.56,47.6,58,68.2,29.514,29.354,29.454,29.441,36.4,52.2,49,45.87,,2 P.M.,7 P.M.,0.1,,1,,2,North-West,10,,5,South-West,4,,2,West,South-West,3,South-West,4,West,2,36,52.1,48.8,32.1,49,47,129,158,303,61,41,89,,,,,Showers in P.M. - Unsettled,,,,,,,,,,,,,,,
1855-10-31,29.8,29.9,30.1,51,65,67.5,29.744,29.807,29.994,29.847,37.7,44,33.2,38.3,,NA,NA,NA,,0,,Empty,Empty,0,,Empty,Empty,0,,Empty,Empty,West,2,North-West,2,0,Empty,37.7,42.8,33,32.1,37.5,31.8,167,143,163,88,50,87,,,,,Fine Day,,,,,,,,,,,,,,,
1855-11-01,29.951,29.87,29.772,55,64.1,69.8,29.883,29.775,29.66,29.773,32.6,53.8,55.1,47.17,,8 1/2 pm,Empty,Empty,,1,,2,West-South-West,9,,1,South,10,,3,South-West,North-West,1,South-West,2,South-West,4,32.4,53.4,55,30.6,48.1,53.6,0.149,0.266,0.393,82,65,91,,,,,"White frost in morn, noon is overcast - first rain 4 pm",,,,,,,,,,,,,,,
1855-11-02,29.68,29.67,29.67,60.8,68,64,29.595,29.564,29.576,29.578,52.8,44,44.9,47.23,,Empty,5 1/2 pm,1.1,,10,,3,South-East,10,,4,North-East,10,,4,North-East,South-East,2,North-East,3,North-East,5,52.7,43.9,44.5,52.4,42.5,41,0.39,0.254,0.211,98,89,72,,,,,Raining at 7 am - raining at 2 - not raining but windy at 9 pm.,,,,,,,,,,,,,,,
1855-11-03,29.787,29.86,29.91,51,62.8,68.1,29.731,29.769,29.803,29.768,40,42,40,40.67,,NA,NA,NA,,8,,3,North-East,8,,3,North-East,10,,4,South-East,North-East,3,North-East,3,South-East,3,39.5,41.4,39,35.5,37.1,35,0.156,0.166,0.152,63,63,63,,,,,Cloudy to day - wind NE but no rain.,,,,,,,,,,,,,,,
1855-11-04,29.9,29.922,29.7,51.6,70.5,69.1,29.842,29.807,29.59,29.746,37.5,43,41.7,40.73,,NA,NA,NA,,10,,1,North-East,9,,3,North-East,10,,3,South-East,South-East,1,North-East,3,South-East,3,37.2,42.8,41.3,35.1,40.1,39.25,0.178,0.214,0.214,80,77,82,,,,,"Cloudy but no rain, except slight mist.",,,,,,,,,,,,,,,
1855-11-05,30.02,30.055,30.071,51.8,61.8,68.2,29.961,29.936,29.963,29.953,38,44.9,36,39.63,,NA,NA,NA,,2,,3,East-North-East,0,,Retracted,Retracted,0,,Retracted,Retracted,South-East,2,North-East,2,0,Retracted,37.5,44.9,37.6,34.7,40.9,35.4,0.165,0.203,0.179,73,68,79,,,,,"Fine day, rough wind eastward. Aurora",,,,,,,,,,,,,,,
1855-11-06,30,30.03,30,52.6,64.8,72.5,29.979,29.932,29.879,29.93,38.9,49.5,47.6,45.33,,NA,NA,NA,,5,,3,South-East,4,,4,South-East,10,,2,South-East,South-East,1,South-East,2,South-East,2,39,49.5,48.1,37.1,46,46,0.197,0.265,0.284,83,75,84,,,,,Little rain this morn at 5 1/2 - a fine day - overcast at 6 pm,,,,,,,,,,,,,,,
1855-11-07,29.92,29.85,29.85,59,66.9,72.2,29.84,29.746,29.731,29.772,48.5,64,61,57.83,,NA,NA,NA,,10,,3,South-East,7,,3,South-East,1,,3,South-West,East,1,South-East,2,South-West,3,48.4,63.5,61.2,48.1,62,60.8,0.332,0.536,0.527,98,92,98,,,,,Thick fog at 7 am - cloudy during day - fair in eve.,,,,,,,,,,,,,,,
1855-11-08,29.75,29.65,29.69,65.5,69.5,74.9,29.651,29.539,29.564,29.585,60.5,70.4,53,61.3,,4 1/2 pm,Empty,0.1,,3,,4,South-West,3,,4,South-West,9,,3,West,South-West,2,South-West,4,West,2,60.4,70.35,53,60,65.8,51,0.512,0.574,0.348,98,78,86,,,,,Very warm - shower at 4 1/2,,,,,,,,,,,,,,,
1855-11-09,29.777,29.85,29.985,59.1,66.2,65.35,29.697,29.748,29.886,29.777,39,48,38,41.67,,NA,NA,NA,,0,,Retracted,Retracted,3,,3,North-West,0,,Retracted,Retracted,North-West,2,North-West,3,North-West,3,38.9,47.5,37.54,35,41.5,32,0.153,0.184,0.11,64,56,49,,,,,Fine day,,,,,,,,,,,,,,,
1855-11-10,30.05,30.044,30.01,51,69,69.1,29.993,29.933,29.999,29.975,31,44.7,40,38.57,,NA,NA,NA,,0,,Retracted,Retracted,0,,Retracted,Retracted,0,,Retracted,Retracted,North-West,1,North-West,1,South-West,3,31.1,45,40.2,28.5,39.2,36.8,0.138,0.164,0.174,82,54,70,,,,,Delightful day - at 9 pm hazy - stars dim,,,,,,,,,,,,,,,
1855-11-11,29.92,29.94,30.05,54.2,64,65,29.854,29.845,29.951,29.883,40,51.04,44,45.01,,NA,NA,NA,,10,,1,North-West,5,,1,North-West,2,,Empty,Empty,North-West,1,North-West,1,South-East,3,40,50.2,43.9,38,46,41,0.203,0.242,0.219,82,66,77,,,,,Looks like rain in morning - is fair pm.,,,,,,,,,,,,,,,
1855-11-12,30.14,30.18,30.18,55.2,57.4,66,30.071,30.104,30.078,30.084,38.2,42.95,35,38.72,,NA,NA,NA,,5,,2,East,3,,3,South-East,3,,2,East-South-East,South-South-East,2,South-East,3,East-South-East,9,38,42.5,35,33.55,37.9,32.1,0.134,0.169,0.144,58,61,71,,,,,Wind ESE with some signs of rain.,,,,,,,,,,,,,,,
1855-11-13,29.97,29.7,29.676,51.2,68.8,73.1,29.913,29.597,29.555,29.688,44,56,54,51.33,,Empty,Empty,0.14,,10,,3,South-East,10,,4,South-East,10,,2,South-West,South-East,3,South-East,4,South-West,2,43.8,55.3,53.5,42,54,52.5,0.244,0.401,0.382,86,92,93,,,,,Raining at 7 am - raining at 2 pm.,,,,,,,,,,,,,,,
1855-11-14,29.72,29.67,29.65,57.4,61,70,29.645,29.584,29.538,29.589,41,53.8,42.5,45.77,,NA,NA,NA,,0,,Retracted,Retracted,1,,1,West,0,,Retracted,Retracted,North-West,1,West,2,0,Retracted,41,53,43,39,45.2,39.15,0.212,0.199,0.19,82,50,70,,,,,Fair,,,,,,,,,,,,,,,
1855-11-15,29.67,29.7,29.77,56.2,64,67.5,29.599,29.605,29.665,29.623,41,41.7,35.1,39.27,,NA,NA,NA,,0,,Retracted,Retracted,2,,2,North-West,0,,Retracted,Retracted,North-West,4,North-West,4,North-West,2,40.6,41.1,35.3,35,34.7,31,0.131,0.118,0.123,51,46,60,,,,,Fine day.,,,,,,,,,,,,,,,
1855-11-16,29.7,29.321,29.204,52,60.8,72.8,29.641,29.237,29.085,29.321,36.14,45.25,51.1,44.16,,1:00 PM,8:00 PM,0.55,,8,,3,South-West,10,,4,South-West,6,,4,West-North-West,0,Retracted,South-West,3,West-North-West,4,36.2,45,51,33,43,47.65,0.147,0.251,0.285,69,84,77,,,,,Empty,,,,,,,,,,,,,,,
1855-11-17,29.545,29.626,29.741,48.9,57.5,64.5,29.496,29.551,29.645,29.564,28.5,31,26.15,28.88,,NA,NA,NA,,2,,3,North-West,0,,Retracted,Retracted,0,,Retracted,Retracted,North-West,3,North-West,3,North-West,2,28.2,30.5,26,27,27,23.5,0.133,0.106,0.097,86,62,68,,,,,Fine aurora,,,,,,,,,,,,,,,
1855-11-18,29.7,29.63,29.634,44.45,52.4,69.5,29.664,29.54,29.524,29.576,22.4,31.8,31,28.4,,NA,NA,NA,,4,,2,West,7,,2,South-West,9,,2,South-West,West,1,South-West,1,South-West,2,22.3,31.6,31.5,21.5,31,29.4,0.106,0.169,0.138,89,94,78,,,,,Appearance of snow.,,,,,,,,,,,,,,,
1855-11-19,29.59,29.465,29.51,48,60.5,66.6,29.543,29.382,29.408,29.444,29,37.5,29,31.83,,NA,NA,NA,,7,,3,North-West,8,,3,North-West,5,,4,North-West,North-West,3,North-West,3,North-West,4,28.9,37,29,27,32.2,27,0.124,0.12,0.123,78,55,77,,,,,Snow squall at 2 pm - the first of our year [?],,,,,,,,,,,,,,,
1855-11-20,29.58,29.625,29.76,43,56.5,66.4,29.548,29.553,29.658,29.586,19,24,21.2,21.4,,Empty,Empty,0.06,,10,,3,West,4,,4,North-West,6,,3,North-West,West,3,North-West,5,North-West,3,19,23.9,21.8,18.5,21.9,20,0.095,0.093,0.086,92,73,74,,,,,Snowing from west at 7 am - blustering and cold,,,,,,,,,,,,,,,
1855-11-21,29.76,29.74,29.65,40,61,70,29.737,29.654,29.538,29.643,21,28.5,26,25.17,,8 1/2 pm,Empty,Empty,,8,,2,North-West,8,,3,North-West,10,,3,South,North-West,2,North-West,3,South,3,21.4,28,26,20.5,25.5,26,0.1,0.108,0.141,87,71,100,,,,,Snowing at 9 pm - wind south - squally,,,,,,,,,,,,,,,
1855-11-22,29.33,29.426,29.65,44,61.2,68.7,29.295,29.341,29.542,29.393,27,31.5,23.4,27.3,,Empty,6:00 PM,Empty,,10,,3,South-East,8,,3,North,2,,3,North,South-East,2,North,3,North-West,3,27,31.5,23.4,26.5,28.5,21.5,0.138,0.121,0.093,93,69,74,,,,,Squally at times during day - but little snow.,,,,,,,,,,,,,,,
1855-11-23,29.67,29.561,29.33,42,54.5,68.2,29.641,29.495,29.224,29.453,19.8,34,40,31.27,,9:00 PM,Empty,Empty,,2,,2,North-West,10,,4,South-West,10,,5,South-West,North-West,2,South-West,4,South-West,5,19.8,34,40,19.5,31.5,37.5,0.102,0.146,0.192,95,74,77,,,,,Unsettled - raining from SW at 9 pm,,,,,,,,,,,,,,,
1855-11-24,29,29.051,29.441,49,69.3,64.8,28.951,28.943,29.345,29.08,39.8,26,15,26.93,,Empty,Empty,0.009,,1,,3,West-South-West,10,,4,West,10,,5,West,South-West,3,West,4,West,6,39.5,26,15,36.9,25,13.5,0.186,0.123,0.063,76,87,73,,,,,Snow squalls from west at 10 am and most of pm.,,,,,,,,,,,,,,,
1855-11-25,29.84,29.79,29.7,35,66.8,63.4,29.832,29.687,29.607,29.709,12,27.5,30.8,23.43,,8 1/2 pm,Empty,Empty,,0,,Retracted,Retracted,7,,3,West,10,,4,South-West,North-West,2,West,3,South-West,4,12,27.15,33,11.5,24.2,31.2,0.067,0.094,0.153,90,63,82,,,,,Some snow from SW in evening,,,,,,,,,,,,,,,
1855-11-26,29.165,29.141,29.14,47.1,65.5,67.2,29.121,29.044,29.038,29.068,47,47.8,42.3,45.7,,Empty,Empty,0.2,,10,,4,West-South-West,4,,3,West,4,,3,West,West-South-West,4,West,2,West,3,47,47.8,42.1,46,45.2,40,0.298,0.268,0.221,92,80,82,,,,,Rain last night 0.2 inch,,,,,,,,,,,,,,,
1855-11-27,29.04,29.11,29.23,54,62,65,28.977,29.023,29.134,29.045,33,29.5,25.8,29.43,,NA,NA,NA,,4,,4,West,3,,4,North-West,1,,3,North-West,West,4,North-West,4,North-West,3,33.3,29.5,26,31.7,26,25,0.157,0.099,0.123,83,61,87,,,,,Empty,,,,,,,,,,,,,,,
1855-11-28,29.18,29.13,29.14,45,65.4,69,29.143,29.033,29.032,29.069,31.5,45.5,39,38.67,,NA,NA,NA,,4,,2,West,3,,3,West,1,,3,South-West,South-West,3,West,1,South-West,3,32,45.5,39.3,31.5,44,37,0.172,0.269,0.191,95,88,79,,,,,Squally snow. Milder again,,,,,,,,,,,,,,,
1855-11-29,29,28.947,29.042,50.2,60.8,65,28.948,28.864,28.947,28.92,34.5,37.4,30,33.97,,9 1/2 am,Empty,Empty,,7,,1,South-West,10,,1,South-West,10,,3,West,0,Retracted,South-West,1,West,3,34,37.1,30,33,35.9,29.1,0.175,0.195,0.15,89,88,90,,,,,Raining at 2 pm with some flakes of snow - snowing at 11 pm,,,,,,,,,,,,,,,
1855-11-30,29.2,29.4,29.56,49.5,63.2,67.2,29.149,29.309,29.456,29.305,29.1,29,27.2,28.43,,Empty,9:00 AM,0.25,,10,,3,North-West,1,,3,North-West,0,,Retracted,Retracted,North-West,2,North-West,3,North-West,3,29.1,29,27.2,28.6,28,25.2,0.128,0.142,0.112,73,88,75,,,,,Snowing at 7 am - fair at 10,,,,,,,,,,,,,,,
1855-12-01,29.57,29.57,29.571,64,67.5,66.5,29.529,29.466,29.469,29.488,27,44,39,36.67,,Empty,Empty,Empty,,1,,2,South-West,1,,2,South-West,Illegible,,Empty,Empty,South-West,2,0,Empty,South-West,2,27,43.3,39,26,60.4,37.3,129,214,201,88,76,84,,,,,Fair -,,,,,,,,,,,,,,,
1855-12-02,29.54,29.44,29.29,54,66.8,70.5,29.476,29.339,29.178,29.331,37,53.95,55.6,48.85,,7 1/2 PM | empty,Empty,Retracted,,0,,Empty,Empty,4,,5,South-West,10,,5,South-West,North-West,1,South-West,3,South-West,5,37.46,53.3,55,36,51.3,54,199,365,405,90,93,94,,,,,"Showers & sunshine until evening, then steady rain with (illegible) (illegible)",,,,,,,,,,,,,,,
1855-12-03,28.94,29.09,29.27,62,59.1,53,28.855,29.012,29.209,29.359,50,45,38.1,44.27,,Empty,6:00 AM,1.2,,5,,5,West,1,,5,North-West,0,,Empty,Empty,South-West,Empty,North-West,3,West,3,52.1,44.5,38.6,49.3,39,35,341,166,194,94,56,92,,,,,Fine day - winds winds seems to bear south again later in evening,,,,,,,,,,,,,,,
1855-12-04,29.4,29.52,29.663,54,71,69.8,29.326,29.405,29.551,29.421,37.3,39,35.45,37.25,,Empty,Empty,Empty,,7,,3,South-West,3,,4,North-West,1,,4,North-West,South-West,3,North-West,4,North-West,4,37.2,38.8,35.2,30.55,32.3,33,92,99,121,41,42,52,,,,,Appearance (?) of storm at 7 AM - Squally at 2 PM -,,,,,,,,,,,,,,,
1855-12-05,29.73,29.87,29.82,51,57.8,70,29.724,29.724,29.707,29.722,32,42.2,35.96,36.72,,Empty,Empty,Empty,,1,,2,West Retracted,2,,3,West,0,,Empty,Empty,West,1,West-South-West,2,0,Empty,32,41.8,36.1,29.1,36.45,34.4,127,146,177,70,55,83,,,,,Fine day,,,,,,,,,,,,,,,
1855-12-06,29.8,29.74,29.62,50,59.9,55,29.767,29.658,29.552,29.652,28.1,Illegible,27,35.33,,Empty,Empty,Empty,,3,,3,East,5,,3 | 3,North South-East,10,,Empty,Empty,0,Empty,0,Empty,0,Empty,28.5,40.5,37,28.3,38.85,35,153,216,178,98,85,81,,,,,Empty,,,,,,,,,,,,,,,
1855-12-07,29.5,29.38,29.34,50,59,66.2,29.447,29.201,29.24,29.296,35.98,37.15,32,35.04,,4 p.m.,Empty,Empty,,10,,5,North-East,10,,5,North-East,10,,6,North-East,North,5,North,5,North,5,35.5,37,31.4,32.5,32.6,29.8,146,128,147,70,58,83,,,,,Commenced snowing a little about 4P.M. | Strong wind from N all day,,,,,,,,,,,,,,,
1855-12-08,29.321,29.341,29.44,44,53.87,67.1,29.286,29.273,29.227,29.299,33.2,35.2,32.5,33.63,,Empty,Empty,Empty,,10,,5,North-West,5,,4,North-West,6,,3,North-West,North-West,5,North-West,4,North-West,3,33,35,32.3,32.2,31.5,28.2,174,134,113,91,66,63,,,,,But little snow last night,,,,,,,,,,,,,,,
1855-12-09,29.485,29.51,29.45,47,74.1,69.8,29.441,29.295,29.339,29.392,25.2,38,37.6,33.55,,10 1/2 PM,Empty,Empty,,0,,Empty,Empty,3,,2,South-West,10,,Empty,South-West,North-West,2,North-West,2,South-South-West,3,25.6,37.4,37.4,24.8,32.8,33.3,125,127,138,90,57,61,,,,,Appearance of snow - Appearance of rain at evening,,,,,,,,,,,,,,,
1855-12-10,28.86,28.94,29.2,54,58,67,28.797,28.865,29.098,28.92,51.5,48,39,46.17,,Empty,7 1/2 AM,0.8,,10,,6,South-East,2,,5,South-West,0,,Empty,Empty,South-East,6,South-West,4,South-West,3,51.2,47.8,39,51.(illegible),41,35.8,372,168,169,98,50,71,,,,,"A gale last night, demolishing fences uprooting trees etc.",,,,,,,,,,,,,,,
1855-12-11,29.28,29.32,29.46,52.34,65.7,70,29.211,29.225,29.349,29.262,36.5,39.9,32.5,36.3,,Empty,Empty,Empty,,6,,4,South-South-West,5,,4,South-West,8,,4,West,South-South-West,3,North-West,3,North-West,3,36.4,39.2,32.4,32.3,33.5,29.4,130,Illegible,127,60,49,69,,,,,Empty,,,,,,,,,,,,,,,
1855-12-12,29.61,29.73,29.91,48,57,70.3,29.563,29.646,29.792,29.668,21.8,17.5,14,17.77,,Empty,Empty,Empty,,7,,3,North-West,10,,4,West,6,,4,West,North-West,3,West,4,West,4,21.6,17.2,13.7,Illegible,15.5,12.3,85,68,60,94,72,74,,,,,A snow squall at 2 P.M. - squally and cold,,,,,,,,,,,,,,,
1855-12-13,30,30.07,30.051,62,63,64.3,29.97,29.977,29.954,29.967,14,22.8,23,19.93,,Empty,Empty,Empty,,2,,3,West,2,,2,West,10,,3,South-West,West,3,West,2,South-West,2,14,22.5,23.2,13,20,20.8,67,79,83,81,65,67,,,,,Fair during day - Appearance of snow in eve,,,,,,,,,,,,,,,
1855-12-14,30.01,30.032,30.1,44.8,63.5,65.5,29.972,29.928,30,29.97,20.25,29.9,28.5,26.22,,Empty,Empty,Empty,,8,,3,West,1,,2,West,3,,3,West,West,1,West,1,West,3,21,29.5,28,20,24,26,96,64,93,85,39,56,,,,,Fine day -,,,,,,,,,,,,,,,
1855-12-15,30.14,30.261,30.261,46.8,60,68.3,30.096,30.177,30.151,30.141,17,26.4,24.4,22.6,,Empty,Empty,Empty,,0,,Empty,Empty,1,,Empty,Empty,5,,2,South-West,0,Empty,0,Empty,0,Empty,18,27,25,17,23.5,23,82,85,100,84,57,74,,,,,Fine day-,,,,,,,,,,,,,,,
1855-12-16,30.01,29.871,29.663,47.2,73.1,67.5,29.965,29.749,29.558,29.757,27,36,38.8,33.93,,5 1/2 PM,Empty,Empty,,6,,2,South-East,10,,3,South-East,10,,3,South-East,South-East,1,South-East,3,South-East,2,27,35.8,38.4,26.5,34.3,38,138,166,224,93,76,96,,,,,Mist from the S.E. most of the day - (illegible) 5 1/2 P.M. when it rains,,,,,,,,,,,,,,,
1855-12-17,29.43,29.4,29.4,55,55.4,71,29.369,29.332,29.286,29.327,46.8,42,33,40.6,,Empty,5 A.M.,0.2,,8,,3,North-West,6,,4 | 2,South-West North-West,2,,3,West,North-West,2,North-West,1,West,2,46.2,41.5,33.6,45.2,39,33,288,206,181,92,78,94,,,,,Cloudy at 7 AM - fair and fine at 9 & throughout the day,,,,,,,,,,,,,,,
1855-12-18,29.286,29.43,29.61,55.8,61.5,69.8,29.317,29.344,29.499,29.287,29.2,36,28.2,36.13,,Empty,Empty,Empty,,2,,3,West,2,,4,West,3,,4,West,West,1,West,3,West,3,29.9,35.8,28,22,29.3,24,158,85,Retracted,98,41,87,,,,,Fine day,,,,,,,,,,,,,,,
1855-12-19,29.743,29.8,29.861,46.5,60,65.2,29.7,29.717,29.762,29.726,23,28.4,22.9,24.77,,Empty,Empty,Empty,,1,,4,North-West,1,,3,West,1,,3,West,North-West,2,West,2,0,Empty,23,28.2,23.4,20,23,22,73,63,101,59,40,80,,,,,Fine day - but appearance of snow in evening,,,,,,,,,,,,,,,
1855-12-20,29.784,29.75,29.81,46,54.4,56.1,29.743,29.675,29.729,29.719,21,24.3,24,23.23,,Empty,Empty,Empty,,8,,4,East-North-East,10,,4,East-North-East,8,,4,East-North-East,East-North-East,3,East-North-East,3,East-North-East,4,21.8,25,24.8,19.3,22.9,21.8,75,98,81,64,73,61,,,,,Appearance of snow,,,,,,,,,,,,,,,
1855-12-21,29.88,29.9,29.9,39.4,51,66,29.858,29.844,29.789,29.834,22,27.6,26,25.2,,Empty,Empty,Empty,,7,,4,North-East,3,,3,North-West,4,,3,West,North-West,2,North-West,1,South-West,2,22,27.6,27.1,20.9,24.2,25,87,92,110,71,62,74,,,,,Very fine day --- looks like a storm,,,,,,,,,,,,,,,
1855-12-22,29.77,29.642,29.72,46,67,72,29.729,29.539,29.602,29.623,36,41,37.5,38.17,,11 1/2 P.M.,Empty,Empty,,10,,4,West-South-West,10,,4,West,5,,3,North-West,South-West,4,West,3,0,Empty,35.2,42,38.5,33.9,Illegible,Illegible,179,272,210,87,78,90,,,,,Dull day - a stom apparently (in the)? (illegible) country(?),,,,,,,,,,,,,,,
1855-12-23,29.4,29.315,29.463,53.6,70.65,70.26,29.208,29.202,29.251,29.287,40,52.95,42.25,38.4,,Empty,8:00 AM,0.46,,10,,5,South,10,,5,South-West,2,,4,North-West,South,3,South-West,3,North-West,3,39.4,52.3,42,38.3,49.5,38,218,317,177,90,81,66,,,,,Empty,,,,,,,,,,,,,,,
1855-12-24,29.64,29.77,29.89,58.4,69.2,66.1,29.562,29.66,29.789,29.67,33.9,41.9,31,35.6,,Empty,Empty,Empty,,4,,3 | 4,North West,4,,3,West,3,,2,West,0,Empty,West,2,West,2,34.3,44.4,31.2,31.3,35,28.1,139,120,Illegible,71,46,67,,,,,Beautiful weather,,,,,,,,,,,,,,,
1855-12-25,29.926,29.966,29.667,48.25,70.1,46.5,29.878,29.852,29.619,29.783,23,22.5,23.4,22.97,,2:00 PM,Empty,Empty,,9,,3,North-East,10,,4,East,10,,4,East,North-East,3,East,3,East,3,23,23.5,24,20.5,21,23.5,81,83,120,65,66,93,,,,,"Snow and frozen rain at 2 P.M.  rest of day about an inch and half of snow, but all melts before night",,,,,,,,,,,,,,,
1855-12-26,29.11,28.65,29.34,41.5,62.5,59.5,29.083,28.563,29.26,28.968,36,55.4,Illegible,35.53,,Empty,11 a.m.,1.08,,10,,3,South-East,9,,Illegible,South-West,4,,5,West,South-East,2,South-West,6,West,7,35.8,54.5,15.5,35,53.2,13,193,389,56,92,91,63,,,,,Raining fast at 8 A.M. - violent storm - high wind from W,,,,,,,,,,,,,,,
1855-12-27,29.67,29.83,29.82,34,67.44,68.7,29.665,29.795,29.711,29.7,10,15.9,16.5,14.13,,Empty,Empty,Empty,,2,,5,North-West,2,,5,North-West,7,,5,West,North-West,6,North-West,5,West,6,Empty,15.9,15.5,Empty,12.8,14,Empty,41,65,Empty,46,74,,,,,No snow on the ground - snow squall in the afternoon with very high wind,,,,,,,,,,,,,,,
1855-12-28,29.82,29.72,29.585,33.6,66.2,65.8,29.816,29.619,29.481,29.641,16,27,21,21.33,,Empty,Empty,Empty,,7,,3,West,10,,3,West,9,,Empty,North-West,West,4,West,1,North-West,3,16,25.6,20.9,13.2,24.3,18,46,115,69,52,84,63,,,,,A little snow from west,,,,,,,,,,,,,,,
1855-12-29,29.788,29.855,29.85,37.5,68,59.7,29.764,29.745,29.783,29.765,-1,4.3,8,3.77,,Empty,Empty,Empty,,1,,3,North-West,2,,4,North-West,10,,3,North-West,North-West,3,North-West,3,North-West,2,Retracted,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,,,,,Too low temperature for psychrometer,,,,,,,,,,,,,,,
1855-12-30,29.33,28.82,29.25,36,64,66,29.319,28.728,29.151,29.066,13,37.2,21,23.73,,4 A.M.,1 P.M.,0.45,,10,,4,East,10,,4,South-East,10,,4,North-West,East,4,South-East,3,North-West,4,14,36.8,26.3,13.5,35.8,Illegible,74,197,89,91,90,78,,,,,Violent snow storm - First sleighing of the season,,,,,,,,,,,,,,,
1855-12-31,29.646,29.736,29.7,46.2,61.2,54,29.59,29.65,29.64,Empty,14,25.6,26,21.47,,Empty,Empty,Empty,,2,,3,North-West,1,,2,North-West,Empty,,Empty,Empty,North-West,2,0,Empty,Empty,Empty,14,25.5,25.85,12.2,23.5,24.8,56,85,122,69,61,87,,,,,Empty,,,,,,,,,,,,,,,
1856-01-01,Retracted,Empty,Empty,Retracted,Empty,Empty,Empty,Empty,Empty,Empty,Retracted,Empty,Empty,Empty,,NA,NA,NA,,Retracted,,Empty,Empty,Empty,,Empty,Empty,Empty,,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,NA,NA,NA,Empty,Empty,Empty,,,,,No record kept today,,,,,,,,,,,,,,,
